Dates,Cycle Yes/No,Step Count
2022-06-16,1,3401.0
2022-06-17,1,6703.0
2022-06-18,1,2090.0
2022-06-19,1,5231.0
2022-06-20,0,8176.0
2022-06-21,0,4401.0
2022-06-22,0,6172.0
2022-06-23,0,9697.0
2022-06-24,0,4884.0
2022-06-25,0,6146.0
2022-06-26,0,2628.0
2022-06-27,0,5448.0
2022-06-28,0,11761.0
2022-06-29,0,7476.0
2022-06-30,0,10588.0
2022-07-01,0,15660.0
2022-07-02,0,3683.0
2022-07-03,0,910.0
2022-07-04,0,2011.0
2022-07-05,0,858.0
2022-07-06,0,2465.0
2022-07-07,0,10553.0
2022-07-08,0,550.84
2022-07-09,0,603.0
2022-07-10,0,7574.0
2022-07-11,0,1474.0
2022-07-12,0,4829.0
2022-07-13,0,2327.0
2022-07-14,0,2948.0
2022-07-15,0,14090.0
2022-07-16,0,11947.0
2022-07-17,1,11534.0
2022-07-18,1,18134.0
2022-07-19,1,11349.0
2022-07-20,1,5113.0
2022-07-21,1,2974.0
2022-07-22,0,7160.0
2022-07-23,0,3566.0
2022-07-24,0,11238.0
2022-07-25,0,2029.0
2022-07-26,0,966.32
2022-07-27,0,9164.0
2022-07-28,0,3644.0
2022-07-29,0,5371.0
2022-07-30,0,5691.0
2022-07-31,0,3996.0
2022-08-01,0,3092.0
2022-08-02,0,5898.0
2022-08-03,0,1960.0
2022-08-04,0,7048.0
2022-08-05,0,3154.0
2022-08-06,0,3074.0
2022-08-07,0,4534.0
2022-08-08,0,10343.0
2022-08-09,0,9219.0
2022-08-10,1,12501.0
2022-08-11,1,9557.0
2022-08-12,1,3731.0
2022-08-13,1,601.0
2022-08-14,1,3418.0
2022-08-15,0,808.0
2022-08-16,0,6782.0
2022-08-17,0,861.84
2022-08-18,0,3567.0
2022-08-19,0,3531.0
2022-08-20,0,1584.0
2022-08-21,0,1221.0
2022-08-22,0,5082.0
2022-08-23,0,8824.0
2022-08-24,0,4397.0
2022-08-25,0,4057.0
2022-08-26,0,4939.0
2022-08-27,0,1744.0
2022-08-28,0,5713.0
2022-08-29,0,4342.0
2022-08-30,0,2786.0
2022-08-31,0,10100.0
2022-09-01,0,6147.0
2022-09-02,0,9366.0
2022-09-03,0,1737.0
2022-09-04,0,6145.0
2022-09-05,0,4856.0
2022-09-06,0,7010.0
2022-09-07,0,1157.0
2022-09-08,0,8863.0
2022-09-09,0,6104.0
2022-09-10,0,11679.0
2022-09-11,1,1185.0
2022-09-12,1,8942.0
2022-09-13,1,13046.0
2022-09-14,1,5199.0
2022-09-15,0,9367.0
2022-09-16,0,4675.0
2022-09-17,0,2029.0
2022-09-18,0,3222.0
2022-09-19,0,2136.0
2022-09-20,0,1385.0
2022-09-21,0,1676.0
2022-09-22,0,5358.0
2022-09-23,0,2707.0
2022-09-24,0,1398.0
2022-09-25,0,4579.0
2022-09-26,0,8614.0
2022-09-27,0,6006.0
2022-09-28,0,1662.0
2022-09-29,0,1797.0
2022-09-30,0,2065.0
2022-10-01,0,12519.0
2022-10-02,0,4527.0
2022-10-03,0,8746.0
2022-10-04,0,7831.0
2022-10-05,1,9066.0
2022-10-06,1,5765.0
2022-10-07,1,6905.0
2022-10-08,1,12682.0
2022-10-09,1,9151.0
2022-10-10,0,6033.0
2022-10-11,0,7672.0
2022-10-12,0,7976.0
2022-10-13,0,9486.0
2022-10-14,0,9885.0
2022-10-15,0,6545.0
2022-10-16,0,2180.0
2022-10-17,0,8168.0
2022-10-18,0,7306.0
2022-10-19,0,8505.0
2022-10-20,0,7811.0
2022-10-21,0,11409.0
2022-10-22,0,9622.0
2022-10-23,0,5132.0
2022-10-24,0,9886.0
2022-10-25,0,8034.0
2022-10-26,0,6092.0
2022-10-27,0,6130.0
2022-10-28,0,12275.0
2022-10-29,0,3774.0
2022-10-30,0,3237.0
2022-10-31,0,8626.0
2022-11-01,0,9170.0
2022-11-02,0,7356.0
2022-11-03,0,7523.0
2022-11-04,0,5160.0
2022-11-05,0,1656.0
2022-11-06,0,1465.0
2022-11-07,0,9722.0
2022-11-08,0,6806.0
2022-11-09,0,5477.0
2022-11-10,0,8803.0
2022-11-11,1,8252.0
2022-11-12,1,7763.0
2022-11-13,1,1424.0
2022-11-14,1,5881.0
2022-11-15,1,7216.0
2022-11-16,1,8242.0
2022-11-17,1,9063.0
2022-11-18,0,5889.0
2022-11-19,0,5516.0
2022-11-20,0,2064.0
2022-11-21,0,6841.0
2022-11-22,0,7593.0
2022-11-23,0,9244.0
2022-11-24,0,4646.0
2022-11-25,0,3720.0
2022-11-26,0,5331.0
2022-11-27,0,140.0
2022-11-28,0,8658.0
2022-11-29,0,4557.0
2022-11-30,0,5066.0
2022-12-01,0,5953.0
2022-12-02,0,5753.0
2022-12-03,0,6270.0
2022-12-04,0,2709.0
2022-12-05,0,4732.0
2022-12-06,0,6631.0
2022-12-07,0,4714.0
2022-12-08,0,3861.0
2022-12-09,0,3656.0
2022-12-10,1,9915.0
2022-12-11,1,757.0
2022-12-12,1,5279.0
2022-12-13,1,5008.0
2022-12-14,1,4416.0
2022-12-15,0,5247.0
2022-12-16,0,2888.0
2022-12-17,0,724.0
2022-12-18,0,3299.0
2022-12-19,0,5443.0
2022-12-20,0,4594.0
2022-12-21,0,4277.0
2022-12-22,0,4199.0
2022-12-23,0,5015.0
2022-12-24,0,4022.0
2022-12-25,0,2618.0
2022-12-26,0,3517.0
2022-12-27,0,6615.0
2022-12-28,0,3558.0
2022-12-29,0,5566.0
2022-12-30,0,10490.0
2022-12-31,0,6945.0
2023-01-01,0,6674.0
2023-01-02,0,4073.0
2023-01-03,0,3392.0
2023-01-04,0,3925.0
2023-01-05,0,4636.0
2023-01-06,0,2828.0
2023-01-07,1,1849.0
2023-01-08,1,3554.0
2023-01-09,1,5600.0
2023-01-10,1,1006.0
2023-01-11,1,2952.0
2023-01-12,0,2381.0
2023-01-13,0,4837.0
2023-01-14,0,2195.0
2023-01-15,0,2658.0
2023-01-16,0,4542.0
2023-01-17,0,2265.0
2023-01-18,0,1660.0
2023-01-19,0,1706.0
2023-01-20,0,4936.0
2023-01-21,0,8447.0
2023-01-22,0,7289.0
2023-01-23,0,4530.0
2023-01-24,0,4015.0
2023-01-25,0,3560.0
2023-01-26,0,2692.0
2023-01-27,0,1353.0
2023-01-28,0,3678.0
2023-01-29,0,3593.0
2023-01-30,0,8419.0
2023-01-31,0,2596.0
2023-02-01,0,1779.0
2023-02-02,0,4783.0
2023-02-03,0,2093.0
2023-02-04,0,2841.0
2023-02-05,1,1646.0
2023-02-06,1,1641.0
2023-02-07,1,1080.0
2023-02-08,1,2321.0
2023-02-09,1,6835.0
2023-02-10,0,8430.0
2023-02-11,0,3816.0
2023-02-12,0,2542.0
2023-02-13,0,1296.0
2023-02-14,0,7760.0
2023-02-15,0,1943.0
2023-02-16,0,4354.0
2023-02-17,0,1477.0
2023-02-18,0,3369.0
2023-02-19,0,5936.0
2023-02-20,0,2541.0
2023-02-21,0,1809.0
2023-02-22,0,2264.0
2023-02-23,0,2303.0
2023-02-24,0,1475.0
2023-02-25,0,7960.0
2023-02-26,0,5115.0
2023-02-27,0,3479.0
2023-02-28,0,1258.0
2023-03-01,0,295.0
2023-03-02,0,2505.0
2023-03-03,0,5290.0
2023-03-04,0,6304.0
2023-03-05,1,2134.0
2023-03-06,1,2389.0
2023-03-07,1,1988.0
2023-03-08,1,3363.0
2023-03-09,1,2171.0
2023-03-10,0,2717.0
2023-03-11,0,1674.0
2023-03-12,0,3360.0
2023-03-13,0,4631.0
2023-03-14,0,3651.0
2023-03-15,0,1565.0
2023-03-16,0,1326.0
2023-03-17,0,2366.0
2023-03-18,0,3476.0
2023-03-19,0,6109.0
2023-03-20,0,4562.0
2023-03-21,0,3011.0
2023-03-22,0,2070.0
2023-03-23,0,2358.0
2023-03-24,0,2887.0
2023-03-25,0,4396.0
2023-03-26,0,632.0
2023-03-27,0,2030.0
2023-03-28,0,2182.0
2023-03-29,0,836.0
2023-03-30,0,1739.0
2023-03-31,0,1345.0
2023-04-01,1,811.0
2023-04-02,1,3171.0
2023-04-03,1,3445.0
2023-04-04,1,1489.0
2023-04-05,1,2268.0
2023-04-06,0,5273.0
2023-04-07,0,4129.0
2023-04-08,0,6673.0
2023-04-09,0,2261.0
2023-04-10,0,346.0
2023-04-11,0,316.0
2023-04-12,0,495.0
2023-04-13,0,1972.0
2023-04-14,0,2779.0
2023-04-15,0,3813.0
2023-04-16,0,2302.0
2023-04-17,0,2989.0
2023-04-18,0,333.0
2023-04-19,0,4366.0
2023-04-20,0,4341.0
2023-04-21,0,3119.0
2023-04-22,0,1353.0
2023-04-23,0,6608.0
2023-04-24,0,2973.0
2023-04-25,0,1868.0
2023-04-26,0,1582.0
2023-04-27,0,320.0
2023-04-28,0,2927.0
2023-04-29,0,1487.0
2023-04-30,0,1466.0
2023-05-01,0,1165.0
2023-05-02,0,478.0
2023-05-03,1,2136.0
2023-05-04,1,1011.0
2023-05-05,1,2026.0
2023-05-06,1,669.0
2023-05-07,1,2810.0
2023-05-08,0,6077.0
2023-05-09,0,4225.0
2023-05-10,0,7741.0
2023-05-11,0,2779.0
2023-05-12,0,2813.0
2023-05-13,0,17179.0
2023-05-14,0,2235.0
2023-05-15,0,776.0
2023-05-16,0,5976.0
2023-05-17,0,5802.0
2023-05-18,0,1262.0
2023-05-19,0,3288.0
2023-05-20,0,5874.0
2023-05-21,0,1275.0
2023-05-22,0,2403.0
2023-05-23,0,2007.0
2023-05-24,0,5092.0
2023-05-25,0,2234.0
2023-05-26,0,4255.0
2023-05-27,0,5161.0
2023-05-28,0,6077.0
2023-05-29,0,1689.0
2023-05-30,0,5067.0
2023-05-31,0,3359.0
2023-06-01,1,3507.0
2023-06-02,1,5195.0
2023-06-03,1,1846.0
2023-06-04,1,2248.0
2023-06-05,0,7562.0
2023-06-06,0,7492.0
2023-06-07,0,7325.0
2023-06-08,0,6557.0
2023-06-09,0,8669.0
2023-06-10,0,2561.0
2023-06-11,0,3368.0
2023-06-12,0,6306.0
2023-06-13,0,3899.0
2023-06-14,0,1360.0
2023-06-15,0,1293.0
2023-06-16,0,1258.0
2023-06-17,0,2167.0
2023-06-18,0,711.97
2023-06-19,0,1762.0
2023-06-20,0,6263.0
2023-06-21,0,5838.0
2023-06-22,0,5069.0
2023-06-23,0,2738.0
2023-06-24,0,5922.0
2023-06-25,0,2797.0
2023-06-26,0,3141.0
2023-06-27,0,2973.0
2023-06-28,0,1822.0
2023-06-29,1,4014.0
2023-06-30,1,1144.0
2023-07-01,1,2002.0
2023-07-02,1,6717.0
2023-07-03,0,1632.0
2023-07-04,0,3175.0
2023-07-05,0,3029.0
2023-07-06,0,4340.0
2023-07-07,0,3018.0
2023-07-08,0,4062.0
2023-07-09,0,3113.0
2023-07-10,0,3394.0
2023-07-11,0,3012.0
2023-07-12,0,2777.0
2023-07-13,0,2483.0
2023-07-14,0,4732.0
2023-07-15,0,3933.0
2023-07-16,0,3670.0
2023-07-17,0,2278.0
2023-07-18,0,3817.0
2023-07-19,0,6496.0
2023-07-20,0,4748.0
2023-07-21,0,3893.0
2023-07-22,0,2825.0
2023-07-23,0,2331.0
2023-07-24,0,3534.0
2023-07-25,0,2466.0
2023-07-26,1,3591.0
2023-07-27,1,1797.0
2023-07-28,1,2157.0
2023-07-29,1,3565.0
2023-07-30,1,961.0
2023-07-31,0,2001.0
2023-08-01,0,572.0
2023-08-02,0,202.0
2023-08-03,0,204.0
2023-08-04,0,1989.0
2023-08-05,0,270.0
2023-08-06,0,421.0
2023-08-07,0,3667.0
2023-08-08,0,1769.0
2023-08-09,0,2138.0
2023-08-10,0,3764.0
2023-08-11,0,7408.0
2023-08-12,0,2663.0
2023-08-13,0,1750.0
2023-08-14,0,1011.0
2023-08-15,0,3010.0
2023-08-16,0,9078.0
2023-08-17,0,1948.0
2023-08-18,0,563.0
2023-08-19,0,4612.0
2023-08-20,0,2425.0
2023-08-21,0,1599.0
2023-08-22,0,736.0
2023-08-23,0,573.01
2023-08-24,0,3846.0
2023-08-25,0,942.0
2023-08-26,0,3620.0
2023-08-27,0,3455.0
2023-08-28,0,1179.0
2023-08-29,0,3378.0
2023-08-30,0,4970.0
2023-08-31,0,862.0
2023-09-01,1,5159.0
2023-09-02,1,1730.0
2023-09-03,1,1226.0
2023-09-04,1,4529.0
2023-09-05,1,2586.0
2023-09-06,0,2939.0
2023-09-07,0,1231.0
2023-09-08,0,2844.0
2023-09-09,0,3192.0
2023-09-10,0,1188.0
2023-09-11,0,635.0
2023-09-12,0,302.0
2023-09-13,0,919.0
2023-09-14,0,149.0
2023-09-15,0,2143.0
2023-09-16,0,3008.0
2023-09-17,0,1829.0
2023-09-18,0,6863.0
2023-09-19,0,1664.0
2023-09-20,0,2338.0
2023-09-21,0,7140.0
2023-09-22,0,3834.0
2023-09-23,0,2933.0
2023-09-24,0,5210.0
2023-09-25,0,5456.0
2023-09-26,0,3082.0
2023-09-27,0,3532.0
2023-09-28,1,4051.0
2023-09-29,1,3787.0
2023-09-30,1,5676.0
2023-10-01,1,2565.0
2023-10-02,1,5610.0
2023-10-03,0,4895.0
2023-10-04,0,4208.0
2023-10-05,0,5014.0
2023-10-06,0,8611.0
2023-10-07,0,9590.0
2023-10-08,0,2607.0
2023-10-09,0,5530.0
2023-10-10,0,6559.0
2023-10-11,0,3885.0
2023-10-12,0,6113.0
2023-10-13,0,6588.0
2023-10-14,0,2422.0
2023-10-15,0,1834.0
2023-10-16,0,4823.0
2023-10-17,0,8560.0
2023-10-18,0,4530.0
2023-10-19,0,6286.0
2023-10-20,0,7077.0
2023-10-21,0,1400.0
2023-10-22,0,3961.0
2023-10-23,0,9364.0
2023-10-24,0,5419.0
2023-10-25,0,4581.0
2023-10-26,0,8089.0
2023-10-27,1,7243.0
2023-10-28,1,3477.0
2023-10-29,1,2005.0
2023-10-30,1,7386.0
2023-10-31,1,6623.0
2023-11-01,0,3868.0
2023-11-02,0,7911.0
2023-11-03,0,6756.0
2023-11-04,0,3900.0
2023-11-05,0,787.0
2023-11-06,0,6460.0
2023-11-07,0,7149.0
2023-11-08,0,6655.0
2023-11-09,0,4930.0
2023-11-10,0,6764.0
2023-11-11,0,4179.0
2023-11-12,0,5012.0
2023-11-13,0,4055.0
2023-11-14,0,8549.0
2023-11-15,0,3229.0
2023-11-16,0,10019.0
2023-11-17,0,3833.0
2023-11-18,0,4184.0
2023-11-19,0,2534.0
2023-11-20,0,3990.0
2023-11-21,0,5447.0
2023-11-22,0,3572.0
2023-11-23,0,7586.0
2023-11-24,0,5121.0
2023-11-25,0,12043.0
2023-11-26,0,311.0
2023-11-27,0,6899.0
2023-11-28,1,8212.0
2023-11-29,1,2112.0
2023-11-30,1,3450.0
2023-12-01,1,6067.0
2023-12-02,1,2498.0
2023-12-03,0,923.0
2023-12-04,0,7548.0
2023-12-05,0,3889.0
2023-12-06,0,6171.0
2023-12-07,0,4949.0
2023-12-08,0,4613.0
2023-12-09,0,2583.0
2023-12-10,0,618.0
2023-12-11,0,3991.0
2023-12-12,0,4620.0
2023-12-13,0,2412.0
2023-12-14,0,2227.0
2023-12-15,0,1930.0
2023-12-16,0,2960.0
2023-12-17,0,1923.0
2023-12-18,0,3308.0
2023-12-19,0,2619.0
2023-12-20,0,5107.0
2023-12-21,0,3168.0
2023-12-22,0,5737.0
2023-12-23,0,3491.0
2023-12-24,0,4950.0
2023-12-25,0,2152.0
2023-12-26,0,7142.0
2023-12-27,1,3274.0
2023-12-28,1,10970.0
2023-12-29,1,7436.0
2023-12-30,1,953.0
2023-12-31,1,851.0
2024-01-01,0,1185.0
2024-01-02,0,1903.0
2024-01-03,0,4736.0
2024-01-04,0,3615.0
2024-01-05,0,7224.0
2024-01-06,0,5996.0
2024-01-07,0,3134.0
2024-01-08,0,4134.0
2024-01-09,0,6204.0
2024-01-10,0,3435.0
2024-01-11,0,4071.0
2024-01-12,0,4057.0
2024-01-13,0,1694.0
2024-01-14,0,5380.0
2024-01-15,0,5252.0
2024-01-16,0,5534.0
2024-01-17,0,3326.0
2024-01-18,0,2506.0
2024-01-19,0,2457.0
2024-01-20,0,4500.0
2024-01-21,0,1146.0
2024-01-22,0,2404.0
2024-01-23,0,5443.0
2024-01-24,0,3404.0
2024-01-25,0,3786.0
2024-01-26,0,1145.0
2024-01-27,0,4165.0
2024-01-28,1,299.0
2024-01-29,1,484.0
2024-01-30,1,5244.0
2024-01-31,1,824.0
2024-02-01,1,999.0
2024-02-02,0,1913.0
2024-02-03,0,8077.0
2024-02-04,0,1300.0
2024-02-05,0,4285.0
2024-02-06,0,5649.0
2024-02-07,0,9550.0
2024-02-08,0,10528.0
2024-02-09,0,10537.0
2024-02-10,0,9809.0
2024-02-11,0,7723.0
2024-02-12,0,3515.0
2024-02-13,0,442.0
2024-02-14,0,878.0
2024-02-15,0,4957.0
2024-02-16,0,1121.0
2024-02-17,0,1829.0
2024-02-18,0,3004.0
2024-02-19,0,4933.0
2024-02-20,0,3027.0
2024-02-21,0,7021.0
2024-02-22,0,4751.0
2024-02-23,0,9802.0
2024-02-24,0,2116.0
2024-02-25,0,2103.0
2024-02-26,1,5117.0
2024-02-27,1,4039.0
2024-02-28,1,5920.0
2024-02-29,1,3761.0
2024-03-01,1,7963.0
2024-03-02,0,1964.0
2024-03-03,0,257.0
2024-03-04,0,8255.0
2024-03-05,0,3932.0
2024-03-06,0,5613.0
2024-03-07,0,5570.0
2024-03-08,0,8742.0
2024-03-09,0,9162.0
2024-03-10,0,1946.0
2024-03-11,0,3706.0
2024-03-12,0,3087.0
2024-03-13,0,6736.0
2024-03-14,0,5521.0
2024-03-15,0,3048.0
2024-03-16,0,1397.0
2024-03-17,0,5409.0
2024-03-18,0,5510.0
2024-03-19,0,4984.0
2024-03-20,0,5418.0
2024-03-21,0,3172.0
2024-03-22,0,8822.0
2024-03-23,0,1349.0
2024-03-24,0,3063.0
2024-03-25,0,3350.0
2024-03-26,1,5306.0
2024-03-27,1,4113.0
2024-03-28,1,1728.0
2024-03-29,1,7476.0
2024-03-30,1,8977.0
2024-03-31,0,904.0
2024-04-01,0,3242.0
2024-04-02,0,7212.0
2024-04-03,0,3298.0
2024-04-04,0,9341.0
2024-04-05,0,4230.0
2024-04-06,0,8016.0
2024-04-07,0,5272.0
2024-04-08,0,3564.0
2024-04-09,0,2940.0
2024-04-10,0,2369.0
2024-04-11,0,774.58
2024-04-12,0,3046.0
2024-04-13,0,5612.0
2024-04-14,0,3027.0
2024-04-15,0,2187.0
2024-04-16,0,4997.0
2024-04-17,0,4272.0
2024-04-18,0,2171.0
2024-04-19,0,3331.0
2024-04-20,0,1976.0
2024-04-21,0,1260.0
2024-04-22,1,5101.0
2024-04-23,1,528.0
2024-04-24,1,4586.0
2024-04-25,1,3848.0
2024-04-26,0,1914.0
2024-04-27,0,5165.0
2024-04-28,0,7421.0
2024-04-29,0,2835.0
2024-04-30,0,6243.0
2024-05-01,0,3305.0
2024-05-02,0,4802.0
2024-05-03,0,4801.0
2024-05-04,0,2267.0
2024-05-05,0,2118.0
2024-05-06,0,6157.0
2024-05-07,0,5863.0
2024-05-08,0,6242.0
2024-05-09,0,7571.0
2024-05-10,0,3840.0
2024-05-11,0,1659.0
2024-05-12,0,743.0
2024-05-13,0,5448.0
2024-05-14,0,3789.0
2024-05-15,0,5966.0
2024-05-16,0,4834.0
2024-05-17,0,11570.0
2024-05-18,0,11016.0
2024-05-19,0,2723.0
2024-05-20,1,5023.0
2024-05-21,1,2783.0
2024-05-22,1,5605.0
2024-05-23,1,6007.0
2024-05-24,1,2978.0
2024-05-25,1,2847.0
2024-05-26,0,292.0
2024-05-27,0,7335.0
2024-05-28,0,4685.0
2024-05-29,0,4873.0
2024-05-30,0,4356.0
2024-05-31,0,5568.0
2024-06-01,0,8133.0
2024-06-02,0,5714.0
2024-06-03,0,3588.0
2024-06-04,0,3164.0
2024-06-05,0,6407.0
2024-06-06,0,2176.0
2024-06-07,0,3628.0
2024-06-08,0,23600.0
2024-06-09,0,21004.0
2024-06-10,0,305.0
2024-06-11,0,13296.0
2024-06-12,0,13910.0
2024-06-13,0,292.0
2024-06-14,0,15169.0
2024-06-15,0,13459.0
2024-06-16,0,20483.0
2024-06-17,0,5614.0
2024-06-18,0,1655.0
2024-06-19,1,495.0
2024-06-20,1,946.0
2024-06-21,1,2546.0
2024-06-22,1,2615.0
2024-06-23,1,5085.0
2024-06-24,0,3179.0
2024-06-25,0,1484.0
2024-06-26,0,2985.0
2024-06-27,0,3235.0
2024-06-28,0,5428.0
2024-06-29,0,1446.0
2024-06-30,0,3739.0
2024-07-01,0,6174.0
2024-07-02,0,5456.0
2024-07-03,0,3861.0
2024-07-04,0,5153.0
2024-07-05,0,5786.0
2024-07-06,0,2263.0
2024-07-07,0,2085.0
2024-07-08,0,5414.0
2024-07-09,0,4459.0
2024-07-10,0,4393.0
2024-07-11,0,4207.0
2024-07-12,0,5235.0
2024-07-13,0,2842.0
2024-07-14,0,3810.0
2024-07-15,0,968.0
2024-07-16,0,4609.0
2024-07-17,1,4277.0
2024-07-18,1,4027.0
2024-07-19,1,4966.0
2024-07-20,1,4926.0
2024-07-21,1,948.34
2024-07-22,0,5319.0
2024-07-23,0,5136.0
2024-07-24,0,3663.0
2024-07-25,0,5169.0
2024-07-26,0,7356.0
2024-07-27,0,8290.0
2024-07-28,0,2071.0
2024-07-29,0,6989.0
2024-07-30,0,8466.0
2024-07-31,0,6839.0
2024-08-01,0,9353.0
2024-08-02,0,7813.0
2024-08-03,0,3882.0
2024-08-04,0,1410.0
2024-08-05,0,6921.0
2024-08-06,0,5550.0
2024-08-07,0,5717.0
2024-08-08,0,4364.0
2024-08-09,0,7262.0
2024-08-10,0,2975.0
2024-08-11,0,4244.0
2024-08-12,0,5185.0
2024-08-13,0,4914.0
2024-08-14,0,5533.0
2024-08-15,1,5097.0
2024-08-16,1,8294.0
2024-08-17,1,6611.0
2024-08-18,1,7655.0
2024-08-19,1,4148.0
2024-08-20,0,3715.0
2024-08-21,0,6844.0
2024-08-22,0,5094.0
2024-08-23,0,3919.0
2024-08-24,0,2254.0
2024-08-25,0,375.0
2024-08-26,0,7552.0
2024-08-27,0,10378.0
2024-08-28,0,11365.0
2024-08-29,0,9853.0
2024-08-30,0,8643.0
2024-08-31,0,1386.0
2024-09-01,0,1682.0
2024-09-02,0,4055.0
2024-09-03,0,4200.0
2024-09-04,0,4565.0
2024-09-05,0,2695.0
2024-09-06,0,2007.0
2024-09-07,0,6228.0
2024-09-08,0,1656.0
2024-09-09,0,3511.0
2024-09-10,0,3534.0
2024-09-11,0,3543.0
2024-09-12,0,5353.0
2024-09-13,1,6782.0
2024-09-14,1,4496.0
2024-09-15,1,1367.0
2024-09-16,1,4673.0
2024-09-17,1,6535.0
2024-09-18,0,9002.0
2024-09-19,0,6548.0
2024-09-20,0,5837.0
2024-09-21,0,7161.0
2024-09-22,0,6053.0
2024-09-23,0,6049.0
2024-09-24,0,4739.0
2024-09-25,0,6725.0
2024-09-26,0,5173.0
2024-09-27,0,8858.0
2024-09-28,0,5161.0
2024-09-29,0,4997.0
2024-09-30,0,6288.0
2024-10-01,0,6696.0
2024-10-02,0,8451.0
2024-10-03,0,4975.0
2024-10-04,0,3281.0
2024-10-05,0,1866.0
2024-10-06,0,1351.0
2024-10-07,0,5453.0
2024-10-08,0,5268.0
2024-10-09,0,4575.0
2024-10-10,1,352.0
2024-10-11,1,3557.0
2024-10-12,1,5345.0
2024-10-13,1,191.0
2024-10-14,1,4851.0
2024-10-15,0,9375.0
2024-10-16,0,3410.0
2024-10-17,0,2311.0
2024-10-18,0,5066.0
2024-10-19,0,2273.0
2024-10-20,0,9493.0
2024-10-21,0,6445.0
2024-10-22,0,6730.0
2024-10-23,0,3961.0
2024-10-24,0,4279.0
2024-10-25,0,3479.0
2024-10-26,0,2953.0
2024-10-27,0,1277.0
2024-10-28,0,952.0
2024-10-29,0,3767.0
2024-10-30,0,3801.0
2024-10-31,0,4541.0
2024-11-01,0,9057.0
2024-11-02,0,10731.0
2024-11-03,0,1912.0
2024-11-04,0,6457.0
2024-11-05,0,8445.0
2024-11-06,0,7804.0
2024-11-07,0,7515.0
2024-11-08,1,7188.0
2024-11-09,1,5405.0
2024-11-10,1,4214.0
2024-11-11,1,6069.0
2024-11-12,1,1780.0
2024-11-13,0,4135.0
2024-11-14,0,5309.0
2024-11-15,0,2081.0
2024-11-16,0,154.0
